MeSH Symptom Term,MeSH Disease Term,PubMed occurrence,TFIDF score
Sleep Disorders,Disorders of Excessive Somnolence,229,341.89675036007355
Sleep Disorders,Pain,202,301.585779793602
Sleep Disorders,Epilepsy,196,292.62778633438614
Sleep Disorders,Dementia,195,291.13478742451684
Sleep Disorders,Fibromyalgia,178,265.7538059567384
Sleep Disorders,Sleep Apnea Syndromes,137,204.5408506520964
Sleep Disorders,Cognition Disorders,127,189.61086155340325
Sleep Disorders,"Stress Disorders, Post-Traumatic",122,182.1458670040566
Sleep Disorders,Child Behavior Disorders,118,176.17387136457938
Sleep Disorders,Sleep Initiation and Maintenance Disorders,113,168.7088768152328
Sleep Disorders,Alzheimer Disease,103,153.77888771653963
Sleep Disorders,Restless Legs Syndrome,103,153.77888771653963
Hoarseness,Hoarseness,490,1085.9021920941866
Hoarseness,Laryngeal Diseases,154,341.28354608674437
Hoarseness,Laryngeal Neoplasms,136,301.39326147920286
Hoarseness,Vocal Cord Paralysis,117,259.2868499490201
Hoarseness,Voice Disorders,68,150.69663073960143
Hoarseness,Gastroesophageal Reflux,61,135.18374228111307
Hoarseness,Laryngitis,30,66.48380767923594
Hoarseness,Deglutition Disorders,29,64.26768075659473
Hoarseness,Pharyngitis,28,62.05155383395354
Hoarseness,Lipoid Proteinosis of Urbach and Wiethe,25,55.40317306602994
Hoarseness,"Carcinoma, Squamous Cell",25,55.40317306602994
Hoarseness,"Tuberculosis, Laryngeal",21,46.53866537546514
Hoarseness,"Aortic Aneurysm, Thoracic",17,37.67415768490036
Hoarseness,Cough,16,35.458030762259156
Hoarseness,Amyloidosis,16,35.458030762259156
"Purpura, Thrombotic Thrombocytopenic","Purpura, Thrombotic Thrombocytopenic",2572,5617.3473000067015
"Purpura, Thrombotic Thrombocytopenic",Hemolytic-Uremic Syndrome,404,882.3515976682378
"Purpura, Thrombotic Thrombocytopenic","Lupus Erythematosus, Systemic",118,257.7165557545843
"Purpura, Thrombotic Thrombocytopenic","Pregnancy Complications, Hematologic",111,242.42828549795638
"Purpura, Thrombotic Thrombocytopenic","Anemia, Hemolytic",100,218.40386080896974
"Purpura, Thrombotic Thrombocytopenic",Thrombocytopenia,86,187.827320295714
"Purpura, Thrombotic Thrombocytopenic",Thrombosis,79,172.53905003908608
"Purpura, Thrombotic Thrombocytopenic",HIV Infections,62,135.41039370156125
"Purpura, Thrombotic Thrombocytopenic",Acute Kidney Injury,54,117.93808483684366
"Purpura, Thrombotic Thrombocytopenic",Disseminated Intravascular Coagulation,45,98.2817373640364
"Purpura, Thrombotic Thrombocytopenic",Kidney Diseases,35,76.44135128313941
"Purpura, Thrombotic Thrombocytopenic",Autoimmune Diseases,29,63.33711963460122
"Purpura, Thrombotic Thrombocytopenic","Purpura, Thrombocytopenic, Idiopathic",29,63.33711963460122
"Purpura, Thrombotic Thrombocytopenic",Pancreatitis,24,52.41692659415275
"Purpura, Thrombotic Thrombocytopenic",Puerperal Disorders,24,52.41692659415275
Vomiting,Breast Neoplasms,225,189.79034972071221
Vomiting,Pregnancy Complications,214,180.5117104010329
Vomiting,Lung Neoplasms,205,172.92009641220443
Vomiting,Gastrointestinal Diseases,187,157.73686843454746
Vomiting,Postoperative Complications,186,156.89335576912208
Vomiting,Gastroesophageal Reflux,180,151.83227977656975
Vomiting,Intestinal Obstruction,153,129.05743781008428
Vomiting,Migraine Disorders,151,127.37041247923351
Vomiting,Adenocarcinoma,123,103.75205784732266
Vomiting,Ovarian Neoplasms,122,102.90854518189728
Vomiting,Gastric Outlet Obstruction,121,102.06503251647189
Vomiting,Brain Neoplasms,116,97.84746918934496
Vomiting,Anorexia Nervosa,115,97.00395652391957
Vomiting,Gastroenteritis,113,95.3169311930688
Vomiting,Pain,110,92.78639319679264
Amblyopia,Amblyopia,3142,8054.605698014638
Amblyopia,Strabismus,974,2496.8764958199413
Amblyopia,Vision Disorders,195,499.8880048099473
Amblyopia,Refractive Errors,170,435.7997990650823
Amblyopia,Anisometropia,108,276.86104881781694
Amblyopia,Cataract,100,256.35282297946014
Amblyopia,Esotropia,94,240.9716536006925
Amblyopia,Hyperopia,58,148.68463732808692
Amblyopia,Myopia,55,140.9940526387031
Amblyopia,Astigmatism,47,120.48582680034626
Amblyopia,"Nystagmus, Pathologic",40,102.54112919178404
Amblyopia,Ophthalmoplegia,37,94.85054450240023
Amblyopia,Perceptual Disorders,36,92.28701627260565
Amblyopia,Blepharoptosis,36,92.28701627260565
Amblyopia,Blindness,32,82.03290335342724
Dyskinesias,Dyskinesias,601,449.51919930382263
Dyskinesias,Parkinson Disease,252,188.4839238345479
Dyskinesias,Schizophrenia,47,35.1537476993006
Dyskinesias,Chorea,41,30.66603522704946
Dyskinesias,Parkinsonian Disorders,37,27.67422691221537
Dyskinesias,Cerebral Infarction,31,23.18651443996423
Dyskinesias,Movement Disorders,31,23.18651443996423
Dyskinesias,Dystonia,27,20.19470612513013
Dyskinesias,Cerebral Palsy,23,17.20289781029604
Dyskinesias,Stroke,20,14.959041574170469
Dyskinesias,Hyperglycemia,18,13.463137416753426
Dyskinesias,Basal Ganglia Diseases,17,12.7151853380449
Dyskinesias,Cognition Disorders,15,11.219281180627851
Dyskinesias,Encephalitis,14,10.471329101919327
Dyskinesias,Psychotic Disorders,13,9.723377023210805
Dizziness,Dizziness,4438,5957.888172662144
Dizziness,Vertigo,3478,4669.115607147123
Dizziness,Meniere Disease,502,673.9206540505622
Dizziness,Vestibular Diseases,350,469.86499784401764
Dizziness,Labyrinth Diseases,313,420.19355521479287
Dizziness,"Nystagmus, Pathologic",304,408.1113124130896
Dizziness,Migraine Disorders,198,265.8093416374728
Dizziness,"Hearing Loss, Sensorineural",193,259.0969845254154
Dizziness,Tinnitus,153,205.3981276289563
Dizziness,Hypertension,137,183.91858487037257
Dizziness,Vertebrobasilar Insufficiency,135,181.2336420255496
Dizziness,Hearing Disorders,134,179.89117060313816
Dizziness,Syncope,124,166.46645637902338
Dizziness,Deafness,122,163.78151353420043
Dizziness,Headache,118,158.41162784455454
Halitosis,Periodontal Diseases,41,132.89772546717407
Halitosis,Mouth Diseases,18,58.34534288802765
Halitosis,Periodontitis,16,51.862527011580134
Halitosis,Dental Plaque,13,42.13830319690885
Halitosis,Gingivitis,9,29.172671444013826
Halitosis,Helicobacter Infections,8,25.931263505790067
Halitosis,Xerostomia,7,22.689855567566305
Halitosis,Foreign Bodies,7,22.689855567566305
Halitosis,Dental Caries,7,22.689855567566305
Halitosis,Somatoform Disorders,7,22.689855567566305
Halitosis,Periodontal Pocket,6,19.448447629342546
Halitosis,Tonsillitis,6,19.448447629342546
Halitosis,Calculi,5,16.207039691118787
Halitosis,Sinusitis,5,16.207039691118787
Halitosis,Tongue Diseases,5,16.207039691118787
Meningism,Meningism,94,288.9892622346956
Meningism,Meningitis,22,67.63578477833302
Meningism,Subarachnoid Hemorrhage,8,24.59483082848473
Meningism,Meningoencephalitis,7,21.520476974924144
Meningism,"Meningitis, Aseptic",6,18.446123121363552
Meningism,"Meningitis, Bacterial",6,18.446123121363552
Meningism,Headache,6,18.446123121363552
Meningism,Brain Neoplasms,5,15.37176926780296
Meningism,Cerebral Hemorrhage,5,15.37176926780296
Meningism,"Meningitis, Viral",5,15.37176926780296
Meningism,Encephalitis,5,15.37176926780296
Meningism,Central Nervous System Diseases,5,15.37176926780296
Meningism,Facial Paralysis,4,12.297415414242368
Meningism,Brain Diseases,4,12.297415414242368
Meningism,Cerebrovascular Disorders,4,12.297415414242368
Auditory Perceptual Disorders,Auditory Perceptual Disorders,649,2040.032024555856
Auditory Perceptual Disorders,Perceptual Disorders,124,389.77499390589537
Auditory Perceptual Disorders,Dyslexia,75,235.75100437856574
Auditory Perceptual Disorders,Schizophrenia,65,204.31753712809032
Auditory Perceptual Disorders,Language Development Disorders,50,157.16733625237714
Auditory Perceptual Disorders,Hallucinations,42,132.0205624519968
Auditory Perceptual Disorders,Learning Disorders,30,94.30040175142629
Auditory Perceptual Disorders,Language Disorders,28,88.01370830133122
Auditory Perceptual Disorders,Agnosia,22,69.15362795104596
Auditory Perceptual Disorders,Aphasia,22,69.15362795104596
Auditory Perceptual Disorders,Cognition Disorders,21,66.0102812259984
Auditory Perceptual Disorders,Attention Deficit Disorder with Hyperactivity,20,62.86693450095087
Auditory Perceptual Disorders,Autistic Disorder,19,59.72358777590333
Auditory Perceptual Disorders,Hearing Disorders,15,47.150200875713146
Auditory Perceptual Disorders,Deafness,14,44.00685415066561
"Aphasia, Conduction","Aphasia, Conduction",38,193.39176121590856
"Aphasia, Conduction","Aphasia, Broca",4,20.357027496411426
"Aphasia, Conduction",Cerebral Infarction,4,20.357027496411426
"Aphasia, Conduction","Aphasia, Wernicke",4,20.357027496411426
"Aphasia, Conduction",Aphasia,3,15.267770622308571
"Aphasia, Conduction",Anomia,3,15.267770622308571
"Aphasia, Conduction",Cognition Disorders,3,15.267770622308571
"Aphasia, Conduction",Agraphia,2,10.178513748205713
"Aphasia, Conduction",Stroke,1,5.0892568741028565
"Aphasia, Conduction",Brain Injuries,1,5.0892568741028565
"Aphasia, Conduction",Dyslexia,1,5.0892568741028565
"Aphasia, Conduction",Oligodendroglioma,1,5.0892568741028565
"Aphasia, Conduction","Hemangioma, Cavernous",1,5.0892568741028565
"Aphasia, Conduction",Brain Neoplasms,1,5.0892568741028565
"Aphasia, Conduction",Brain Diseases,1,5.0892568741028565
"Purpura, Schoenlein-Henoch","Purpura, Schoenlein-Henoch",2434,4863.653900092212
"Purpura, Schoenlein-Henoch",Glomerulonephritis,191,381.65895436220734
"Purpura, Schoenlein-Henoch",Nephritis,182,363.67502457550637
"Purpura, Schoenlein-Henoch","Glomerulonephritis, IGA",179,357.6803813132728
"Purpura, Schoenlein-Henoch",Vasculitis,132,263.76430353827936
"Purpura, Schoenlein-Henoch",Kidney Diseases,90,179.8392978670087
"Purpura, Schoenlein-Henoch",Meningococcal Infections,50,99.91072103722703
"Purpura, Schoenlein-Henoch",Gastrointestinal Hemorrhage,50,99.91072103722703
"Purpura, Schoenlein-Henoch",Hemorrhage,50,99.91072103722703
"Purpura, Schoenlein-Henoch","Vasculitis, Leukocytoclastic, Cutaneous",47,93.9160777749934
"Purpura, Schoenlein-Henoch",Skin Diseases,42,83.92500567127071
"Purpura, Schoenlein-Henoch",Nephrotic Syndrome,35,69.93750472605892
"Purpura, Schoenlein-Henoch",Gastrointestinal Diseases,35,69.93750472605892
"Purpura, Schoenlein-Henoch",Intestinal Diseases,34,67.93929030531439
"Purpura, Schoenlein-Henoch",Lung Diseases,33,65.94107588456984
"Amnesia, Anterograde","Amnesia, Anterograde",124,504.7652243454271
"Amnesia, Anterograde","Amnesia, Retrograde",32,130.26199337946505
"Amnesia, Anterograde",Memory Disorders,13,52.91893481040768
"Amnesia, Anterograde",Brain Injuries,8,32.56549834486626
"Amnesia, Anterograde",Amnesia,7,28.494811051757978
"Amnesia, Anterograde","Brain Damage, Chronic",7,28.494811051757978
"Amnesia, Anterograde",Limbic Encephalitis,7,28.494811051757978
"Amnesia, Anterograde",Korsakoff Syndrome,6,24.424123758649696
"Amnesia, Anterograde",Cognition Disorders,5,20.353436465541414
"Amnesia, Anterograde",Epilepsy,4,16.28274917243313
"Amnesia, Anterograde",Seizures,4,16.28274917243313
"Amnesia, Anterograde",Brain Neoplasms,3,12.212061879324848
"Amnesia, Anterograde",Brain Diseases,3,12.212061879324848
"Amnesia, Anterograde","Amnesia, Transient Global",3,12.212061879324848
"Amnesia, Anterograde",Cerebral Infarction,3,12.212061879324848
Cerebrospinal Fluid Otorrhea,Cerebrospinal Fluid Otorrhea,411,1310.3905244059315
Cerebrospinal Fluid Otorrhea,Cerebrospinal Fluid Rhinorrhea,143,455.9266301461028
Cerebrospinal Fluid Otorrhea,Skull Fractures,63,200.862781113318
Cerebrospinal Fluid Otorrhea,Fistula,42,133.908520742212
Cerebrospinal Fluid Otorrhea,Craniocerebral Trauma,37,117.96703017766295
Cerebrospinal Fluid Otorrhea,Meningitis,37,117.96703017766295
Cerebrospinal Fluid Otorrhea,Otitis Media,31,98.83724150020409
Cerebrospinal Fluid Otorrhea,Encephalocele,30,95.64894338729427
Cerebrospinal Fluid Otorrhea,Postoperative Complications,27,86.08404904856485
Cerebrospinal Fluid Otorrhea,Otitis Media with Effusion,19,60.57766414528638
Cerebrospinal Fluid Otorrhea,"Meningitis, Bacterial",17,54.20106791946677
Cerebrospinal Fluid Otorrhea,"Meningitis, Pneumococcal",15,47.82447169364713
Cerebrospinal Fluid Otorrhea,Brain Injuries,14,44.636173580737335
Cerebrospinal Fluid Otorrhea,Ear Diseases,13,41.44787546782752
Cerebrospinal Fluid Otorrhea,Meningocele,13,41.44787546782752
"Urinary Incontinence, Stress","Urinary Incontinence, Stress",2649,7422.964138291012
"Urinary Incontinence, Stress",Urinary Incontinence,634,1776.5795634867884
"Urinary Incontinence, Stress",Postoperative Complications,196,549.2264896583762
"Urinary Incontinence, Stress",Uterine Prolapse,145,406.31551530849265
"Urinary Incontinence, Stress",Urination Disorders,118,330.65676418208363
"Urinary Incontinence, Stress",Urinary Bladder Diseases,96,269.0088928938985
"Urinary Incontinence, Stress",Urethral Diseases,87,243.78930918509556
"Urinary Incontinence, Stress","Urinary Bladder, Overactive",54,151.3175022528179
"Urinary Incontinence, Stress","Urinary Incontinence, Urge",47,131.7022704793045
"Urinary Incontinence, Stress",Urinary Retention,44,123.29574257637016
"Urinary Incontinence, Stress","Urinary Bladder, Neurogenic",41,114.88921467343584
"Urinary Incontinence, Stress",Urologic Diseases,41,114.88921467343584
"Urinary Incontinence, Stress",Pregnancy Complications,34,95.27398289992242
"Urinary Incontinence, Stress",Fecal Incontinence,33,92.47180693227762
"Urinary Incontinence, Stress",Vaginal Diseases,28,78.46092709405373
Ophthalmoplegia,Ophthalmoplegia,4384,5830.050428098632
Ophthalmoplegia,Strabismus,251,333.7916645649537
Ophthalmoplegia,Blepharoptosis,212,281.9276210668135
Ophthalmoplegia,Facial Paralysis,158,210.11586853092706
Ophthalmoplegia,Kearns-Sayre Syndrome,156,207.45617399256088
Ophthalmoplegia,Migraine Disorders,153,203.46663218501163
Ophthalmoplegia,Ataxia,146,194.15770130073003
Ophthalmoplegia,Brain Diseases,132,175.5398395321669
Ophthalmoplegia,Intracranial Aneurysm,130,172.88014499380068
Ophthalmoplegia,Myasthenia Gravis,124,164.90106137870222
Ophthalmoplegia,Vision Disorders,116,154.2622832252376
Ophthalmoplegia,Muscular Diseases,111,147.61304687932216
Ophthalmoplegia,"Nystagmus, Pathologic",111,147.61304687932216
Ophthalmoplegia,Diplopia,97,128.995185110759
Ophthalmoplegia,Cerebral Infarction,94,125.00564330320977
Illusions,Illusions,173,534.5454409367044
Illusions,Perceptual Disorders,45,139.04361180434506
Illusions,Hallucinations,38,117.41460552366915
Illusions,Schizophrenia,21,64.8870188420277
Illusions,Pain,20,61.79716080193114
Illusions,Vision Disorders,18,55.61744472173803
Illusions,Cerebral Infarction,14,43.2580125613518
Illusions,Cognition Disorders,14,43.2580125613518
Illusions,Brain Diseases,13,40.168154521255246
Illusions,Psychotic Disorders,12,37.07829648115869
Illusions,"Brain Damage, Chronic",10,30.89858040096557
